[0.        +0.j 0.0005276 +0.j 0.00105517+0.j]
[-38.01680246+0.j -12.75016521+0.j]
         2499527 function calls (2476717 primitive calls) in 11.293 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
       60    0.000    0.000    0.001    0.000 __init__.py:752(_open_file_or_url)
        7    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:77(get_projection_names)
     1863    0.000    0.000    0.000    0.000 __init__.py:770(<lambda>)
       30    0.005    0.000    0.020    0.001 __init__.py:770(_rc_params_in_file)
        1    0.000    0.000    0.000    0.000 __init__.py:781(Filterer)
       41    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
       33    0.000    0.000    0.000    0.000 __init__.py:80(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:825(Grouper)
       28    0.000    0.000    0.013    0.000 __init__.py:847(rc_params_from_file)
        7    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        4    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:860(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        7    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
      785    0.000    0.000    0.000    0.000 __init__.py:889(<lambda>)
     1284    0.001    0.000    0.001    0.000 __init__.py:89(find_spec)
        5    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:905(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:921(GrouperView)
        1    0.000    0.000    0.000    0.000 __init__.py:927(_GrouperMethodForwarder)
        7    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:931(__set_name__)
      128    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        4    0.000    0.000    0.000    0.000 __init__.py:973(setFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        3    0.000    0.000    0.004    0.001 _add_newdocs.py:1(<module>)
      263    0.000    0.000    0.000    0.000 _add_newdocs.py:18(add_newdoc)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6753(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:79(<genexpr>)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 _arrays.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrays.py:10(_sparray)
        7    0.000    0.000    0.000    0.000 _arrays.py:57(_matrix_doc_to_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:64(bsr_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:68(coo_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:72(csc_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:76(csr_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:80(dia_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:84(dok_array)
        1    0.000    0.000    0.000    0.000 _arrays.py:88(lil_array)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.092    0.092 _axes.py:1(<module>)
        1    0.000    0.000    0.016    0.016 _axes.py:46(Axes)
        2    0.000    0.000    0.002    0.001 _backend.py:1(<module>)
       28    0.000    0.000    0.001    0.000 _backend.py:174(generate_multimethod)
       28    0.000    0.000    0.001    0.000 _backend.py:307(get_defaults)
        1    0.000    0.000    0.000    0.000 _backend.py:325(set_global_backend)
        1    0.000    0.000    0.000    0.000 _backend.py:33(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 _backend.py:407(Dispatchable)
        1    0.000    0.000    0.000    0.000 _backend.py:48(set_global_backend)
        1    0.000    0.000    0.000    0.000 _backend.py:6(_ScipyBackend)
        2    0.000    0.000    0.020    0.010 _base.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _base.py:105(__init__)
    45976    0.006    0.000    0.006    0.000 _base.py:119(get_shape)
       18    0.000    0.000    0.000    0.000 _base.py:1301(isspmatrix)
        1    0.000    0.000    0.000    0.000 _base.py:1359(ArtistList)
        1    0.000    0.000    0.000    0.000 _base.py:14(SparseWarning)
        1    0.000    0.000    0.000    0.000 _base.py:18(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 _base.py:210(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 _base.py:22(SparseEfficiencyWarning)
       52    0.000    0.000    0.000    0.000 _base.py:291(nnz)
        1    0.000    0.000    0.000    0.000 _base.py:34(_axis_method_wrapper)
        3    0.000    0.000    0.002    0.001 _base.py:348(asformat)
    16941    0.017    0.000    1.000    0.000 _base.py:400(dot)
        2    0.000    0.000    0.003    0.001 _base.py:462(__add__)
        1    0.000    0.000    0.000    0.000 _base.py:482(__sub__)
       43    0.000    0.000    0.001    0.000 _base.py:51(__init__)
    16941    0.030    0.000    0.880    0.000 _base.py:510(_mul_dispatch)
        1    0.000    0.000    0.001    0.001 _base.py:547(_AxesBase)
        1    0.000    0.000    0.000    0.000 _base.py:559(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:60(spmatrix)
        5    0.000    0.000    0.000    0.000 _base.py:605(_rmul_dispatch)
        5    0.000    0.000    0.000    0.000 _base.py:619(__rmul__)
    16941    0.012    0.000    0.933    0.000 _base.py:626(__matmul__)
        1    0.000    0.000    0.000    0.000 _base.py:642(_divide)
       43    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
        1    0.000    0.000    0.000    0.000 _base.py:685(__truediv__)
       10    0.000    0.000    0.033    0.003 _base.py:704(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _base.py:73(_coo_container)
        2    0.000    0.000    0.000    0.000 _base.py:83(_csr_container)
        1    0.000    0.000    0.000    0.000 _base.py:95(_TransformedBoundsLocator)
        1    0.000    0.000    0.001    0.001 _base.py:983(tocsr)
        4    0.000    0.000    0.024    0.006 _basic.py:1(<module>)
       28    0.000    0.000    0.002    0.000 _basic.py:16(_dispatch)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:12(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:180(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:247(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:278(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:294(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:34(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _blocking_input.py:1(<module>)
        1    0.000    0.000    0.114    0.114 _bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsplines.py:68(BSpline)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:514(BVPResult)
        1    0.000    0.000    0.002    0.002 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 _ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.002    0.002 _cobyla_py.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _cobyla_py.py:30(synchronized)
        1    0.000    0.000    0.003    0.003 _codata.py:1(<module>)
        4    0.002    0.000    0.002    0.001 _codata.py:1503(parse_constants_2002to2014)
        1    0.001    0.001    0.001    0.001 _codata.py:1514(parse_constants_2018toXXXX)
        1    0.000    0.000    0.000    0.000 _codata.py:1563(ConstantWarning)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
       22    0.000    0.000    0.000    0.000 _codata.py:1574(value)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
       36    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
       19    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       34    0.000    0.000    0.000    0.000 _collections_abc.py:816(get)
       19    0.000    0.000    0.000    0.000 _collections_abc.py:823(__contains__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:831(keys)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:857(__init__)
      168    0.000    0.000    0.000    0.000 _collections_abc.py:880(__iter__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:978(clear)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:986(update)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.001    0.001 _compressed.py:1(<module>)
       48    0.000    0.000    0.000    0.000 _compressed.py:108(getnnz)
        9    0.000    0.000    0.000    0.000 _compressed.py:1168(prune)
        3    0.000    0.000    0.000    0.000 _compressed.py:1224(_with_data)
        1    0.000    0.000    0.001    0.001 _compressed.py:1238(_binopt)
        2    0.000    0.000    0.000    0.000 _compressed.py:125(_set_self)
        8    0.000    0.000    0.000    0.000 _compressed.py:136(check_format)
        1    0.000    0.000    0.000    0.000 _compressed.py:23(_cs_matrix)
      8/6    0.000    0.000    0.003    0.000 _compressed.py:26(__init__)
        2    0.000    0.000    0.002    0.001 _compressed.py:359(_add_sparse)
        1    0.000    0.000    0.000    0.000 _compressed.py:362(_sub_sparse)
    16941    0.035    0.000    0.838    0.000 _compressed.py:480(_mul_vector)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:120(LinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:18(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:215(Bounds)
        1    0.000    0.000    0.000    0.000 _constraints.py:292(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _construct.py:173(<listcomp>)
        1    0.000    0.000    0.001    0.001 _construct.py:73(diags)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:127(__init__)
        1    0.000    0.000    0.000    0.000 _coo.py:22(coo_matrix)
        4    0.000    0.000    0.000    0.000 _coo.py:240(getnnz)
        1    0.000    0.000    0.000    0.000 _coo.py:266(_check)
        1    0.000    0.000    0.001    0.001 _coo.py:372(tocsr)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csc.py:16(csc_matrix)
        1    0.000    0.000    0.003    0.003 _csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csr.py:17(csr_matrix)
       25    0.000    0.000    0.000    0.000 _csr.py:231(_swap)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:157(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:367(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:468(CubicSpline)
        1    0.000    0.000    0.000    0.000 _cubic.py:70(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _data.py:123(_mul_scalar)
       18    0.000    0.000    0.000    0.000 _data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 _data.py:157(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
       10    0.000    0.000    0.000    0.000 _data.py:20(__init__)
    16954    0.004    0.000    0.004    0.000 _data.py:23(_get_dtype)
       22    0.000    0.000    0.000    0.000 _data.py:26(_set_dtype)
        1    0.000    0.000    0.000    0.000 _data.py:47(__neg__)
        1    0.000    0.000    0.000    0.000 _data.py:68(astype)
        1    0.000    0.000    0.000    0.000 _data.py:91(copy)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
